metric,value,real,fake,net
fid,2.399525789809303,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","efficientnet-lite3-CROPPED299CS_0.1,1_CR_1,1",inception_v3
fid,2.0763110070967628,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,efficientnet-lite1-CROPPED256,
fid,0.9472435635212832,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,full_projectedgan_baseline-CROPPED64,
fid,8.675105442015651,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_1000_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,1.1830306903377732,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,"discriminator_1,2,3-CROPPED128",inception_v3
fid,5.648535487231186,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2",vicreg_rn50_solar_v2
fid,3.109517901520064,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","full_projectedgan_baseline-CROPPED299CS_0.1,1_CR_1,1",inception_v3
fid,0.979280481370992,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,full_projectedgan-CROPPED128,mae_solarp128_vitb16
precision,0.0059444122016429,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,unfreeze_feature_network,inception_v3
recall,5.171165685169399e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,unfreeze_feature_network,inception_v3
fid,0.0215582537340923,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network,inception_v3_other_block_0
fid,4.355692068568819,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network,vicreg_rn50_solar_v2
fid,183.10375422404476,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,478.3637901733479,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",mae_solar_vitb16_v2
fid,0.3736155300232214,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_4000steps_train_250_steps_inference_58Ktraining,random_inception_v3
fid,0.0843994130285072,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,full_projectedgan,mae_vitb16
fid,1.2769019788204332,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite1-CROPPED64,inception_v3
fid,0.2907185177867153,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,augmentations_off,mae_solar_vitb16
fid,25.114064385997157,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_1000steps_train_250_steps_inference_58Ktraining-CROPPED64,vicreg_rn50_solar_v2
fid,2.4153704419783253,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,augmentations_off-CROPPED128,mae_solarp128_vitb16
kid,0.0031452502802802,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2",inception_v3
fid,0.0275592068919686,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_and_no_cross_channel_mixing,clip_rn50
fid,2.4801322974943307e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,"discriminator_1,2-CROPPED128",mae_solar_vitb16
kid,0.2995645336511511,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network_unfrozen,inception_v3
fid,1.1822891382042826,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,no_cross_scale_mixing-CROPPED64,inception_v3
fid,8.991707980403305,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_1000steps_train_250_steps_inference_58Ktraining-CROPPED64,inception_v3
fid,10.399579783267328,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,discriminator_1,vicreg_rn50_inet
fid,0.0131701953804961,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,random_inception_v3
fid,7.844771820418998,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",vicreg_rn50_inet
fid,0.955178435787616,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite3-CROPPED64,inception_v3
fid,3.675632232725548,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,augmentations_off-CROPPED64,
fid,38.79314635733687,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_250steps_train_250_steps_inference_50Ktraining,inception_v3
fid,0.0107856508996886,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,full_projectedgan,random_inception_v3
fid,4054.107974629146,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,unfreeze_feature_network,dino_vitb16
fid,8.02585477515603,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_54Ktraining_no_random_flip,vicreg_rn50_solar
fid,1.5251953772744855,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,no_cross_scale_and_no_cross_channel_mixing-CROPPED128,inception_v3
fid,3.111044730176859,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network_unfrozen,clip_rn50
fid,1.5193985877904197,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,"discriminator_1,2,3-CROPPED128",mae_solarp128_vitb16
fid,1.5860167812017778,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,efficientnet-lite1-CROPPED128,inception_v3
fid,1.9394958422863908,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","efficientnet-lite2-CROPPED299CS_0.1,1_CR_1,1",
fid,0.3272747745297222,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_58Ktraining,inception_v3_other_block_0
fid,3.036505819169908,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,mae_vitb16
fid,58.85386097773355,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_4000steps_train_250_steps_inference_58Ktraining-CROPPED64,vicreg_rn50_solar_v2
fid,15.780454903498024,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_1000_steps_inference_58Ktraining,inception_v3
fid,0.5602393996770023,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,clip_rn50
fid,0.0954946100765878,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,augmentations_off,mae_vitb16
fid,169.5136788641072,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_2000steps_train_125_steps_inference_58Ktraining,inception_v3
fid,12.432156259369624,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_4000steps_train_50_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,4.802240135527484,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","efficientnet-lite1-CROPPED299CS_0.1,1_CR_1,1",inception_v3
fid,6.762594721478877,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_1000steps_train_250_steps_inference_54Ktraining_no_random_flip-CROPPED64,vicreg_rn50_solar_v2
fid,4.986718852384698,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,full_projectedgan,vicreg_rn50_solar
fid,2.854751983223025,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,no_cross_scale_and_no_cross_channel_mixing-CROPPED256,
fid,1.7783805044174414,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,augmentations_off-CROPPED64,vicreg_rn50_solar_v2
fid,495.91584123225687,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,unfreeze_feature_network+trainable_projections-CROPPED128,mae_solarp128_vitb16
fid,0.1175003502086743,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_250steps_train_250_steps_inference_58Ktraining,clip_rn50
fid,20.46067214012685,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_1000_steps_inference_58Ktraining,vicreg_rn50_inet
fid,166.00849970252472,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_2000steps_train_50_steps_inference_58Ktraining,inception_v3
fid,0.2976702506538928,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",mae_solar_vitb16
kid,0.088257762927928,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,inception_v3
fid,0.0375389776312567,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,discriminator_1,clip_rn50
fid,15.70498878040124,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_4000steps_train_250_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,8.530204040219552,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network_unfrozen,inception_v3_other_block_0
fid,4.543408808432847e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,trainable_projections-CROPPED64,mae_solar_vitb16
fid,12.099533689680056,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_250steps_train_250_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,228.7082807717416,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_58Ktraining,dino_vitb16
fid,0.5225167737917926,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_54Ktraining_no_random_flip,mae_vitb16
kid,0.4057401782532535,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,unfreeze_feature_network+trainable_projections,inception_v3
fid,16.011316786104032,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,diffusion_4000steps_train_250_steps_inference_58Ktraining-CROPPED128,inception_v3
fid,2.256217322323778,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,"discriminator_1,2-CROPPED256",inception_v3
kid,0.0061455692267267,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,discriminator_1,inception_v3
fid,64.77231349608019,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite3,dino_vitb16
fid,1.365510068878848,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,full_projectedgan-CROPPED64,vicreg_rn50_solar_v2
fid,7.918254403520791,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,diffusion_1000steps_train_250_steps_inference_58Ktraining-CROPPED128,inception_v3
fid,3.2885139214674552,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,full_projectedgan,vicreg_rn50_inet
fid,0.3566591740815524,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_78Ktraining_no_random_flip_dropout0.3,mae_solar_vitb16
fid,8.569451949197449e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite3-CROPPED64,mae_solar_vitb16
fid,0.0058565961694518,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,inception_v3_other_block_0
fid,1.5344324637917452,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,full_projectedgan_baseline-CROPPED256,inception_v3
fid,16.15804005347988,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_250steps_train_250_steps_inference_58Ktraining,inception_v3
fid,36.149085565692985,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,randomly_initialized_feature_network-CROPPED128,
fid,69.51595788698955,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,inception_v3
fid,1068.6421116167355,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network_unfrozen,vicreg_rn50_solar
fid,0.9855809198008388,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,efficientnet-lite3-CROPPED128,inception_v3
fid,1.535419177605462,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite2-CROPPED64,vicreg_rn50_solar_v2
fid,0.9855809198008388,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,efficientnet-lite3-CROPPED128,
kid,0.0016192666191191,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,augmentations_off,inception_v3
fid,6.452496153803679,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",
fid,10.988240576510664,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_and_no_cross_channel_mixing,
fid,8.90286086461023,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_and_no_cross_channel_mixing,vicreg_rn50_solar
kid,0.0171671241941941,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_78Ktraining_no_random_flip_dropout0.3,inception_v3
fid,1.1184341327134175,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,full_projectedgan_baseline-CROPPED128,inception_v3
fid,1.4117333030242776,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,"discriminator_1,2,3-CROPPED64",vicreg_rn50_solar_v2
precision,0.5950800180435181,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,inception_v3
recall,0.1527303755283355,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,inception_v3
fid,0.2987603316873378,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,mae_solar_vitb16
fid,1.623087614489748,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,augmentations_off-CROPPED256,inception_v3
kid,0.0164435291516516,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network,inception_v3
fid,0.0056541448124747,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,trainable_projections,inception_v3_other_block_0
fid,0.0002103529572488,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,trainable_projections-CROPPED128,mae_solar_vitb16
kid,0.0047441727227227,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_and_no_cross_channel_mixing,inception_v3
fid,2.598798199191151,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,trainable_projections-CROPPED256,
fid,0.0766160356079161,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,full_projectedgan-CROPPED64,mae_vitb16
fid,506.6092629087214,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,unfreeze_feature_network+trainable_projections-CROPPED256,
fid,0.0748710142942279,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,"discriminator_1,2-CROPPED64",mae_vitb16
fid,26.736667148773734,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_50_steps_inference_58Ktraining,inception_v3
fid,17.722623748763993,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network,
fid,0.2671523102456347,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network,clip_rn50
fid,0.332721809784294,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,mae_solar_vitb16
precision,0.651124894618988,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",inception_v3
recall,0.2891715764999389,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",inception_v3
fid,2.5508151347357853,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,no_cross_scale_mixing-CROPPED256,
fid,0.0134318105840112,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,clip_rn50
fid,10.988240576510664,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_and_no_cross_channel_mixing,inception_v3
fid,0.1059429838266936,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite2-CROPPED64,mae_vitb16
fid,50.27538643330576,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_250steps_train_50_steps_inference_58Ktraining-CROPPED64,vicreg_rn50_solar_v2
fid,474.8501267131929,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_58Ktraining,mae_solar_vitb16_v2
fid,6.452496153803679,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2,3",inception_v3
fid,55.83802989876921,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,randomly_initialized_feature_network-CROPPED256,
fid,152.66098949271574,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_78Ktraining_no_random_flip_dropout0.3,vicreg_rn50_solar_v2
kid,0.0305012398598598,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_4000steps_train_250_steps_inference_58Ktraining,inception_v3
fid,5.517594013817451,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,vicreg_rn50_solar
fid,0.955178435787616,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite3-CROPPED64,
fid,3.795706613826354,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite3,
fid,0.3171244349063787,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,discriminator_1,mae_solar_vitb16
fid,4.696260097722984,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","discriminator_1,2-CROPPED299CS_0.1,1_CR_1,1",
fid,9.599026360720842,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,inception_v3
fid,0.5380473598206097,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_58Ktraining,mae_vitb16
fid,7.081927352343136,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2",vicreg_rn50_solar
fid,0.5183218065845655,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,mae_solar_vitb16
fid,0.2555885509460793,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_54Ktraining_no_random_flip,mae_solar_vitb16
kid,0.0155938712437437,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_58Ktraining,inception_v3
fid,0.024911314225375,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite1,clip_rn50
fid,11.830052637098618,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,diffusion_1000steps_train_250_steps_inference_58Ktraining-CROPPED256,inception_v3
fid,1.9394958422863908,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","efficientnet-lite2-CROPPED299CS_0.1,1_CR_1,1",inception_v3
fid,0.0107415492687474,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_1000steps_train_250_steps_inference_58Ktraining-CROPPED64,mae_solar_vitb16
fid,19.63377237997605,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_1000steps_train_1000_steps_inference_58Ktraining-CROPPED64,vicreg_rn50_solar_v2
fid,0.1114172290556962,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,mae_vitb16
fid,2.4403253320091483,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,unfreeze_feature_network,clip_rn50
fid,3.020458958068184e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,"discriminator_1,2,3-CROPPED128",mae_solar_vitb16
fid,0.0229133183588406,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,clip_rn50
fid,1.5344324637917452,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,full_projectedgan_baseline-CROPPED256,
fid,0.0318914568365611,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,trainable_projections,clip_rn50
fid,15.0624983883372,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_2000steps_train_50_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,97.09987384337155,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_500steps_train_125_steps_inference_58Ktraining-CROPPED64,vicreg_rn50_solar_v2
fid,0.0081574499722877,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,discriminator_1,inception_v3_other_block_0
fid,15.956832094600973,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_2000steps_train_125_steps_inference_58Ktraining,vicreg_rn50_solar_v2
fid,1.0519042872039108,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,efficientnet-lite2-CROPPED64,
fid,7.870017221231485e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,discriminator_1-CROPPED128,mae_solar_vitb16
fid,2.499703018628708,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","augmentations_off-CROPPED299CS_0.1,1_CR_1,1",inception_v3
fid,1.0250898969683289,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,randomly_initialized_feature_network_unfrozen-CROPPED128,mae_solar_vitb16
fid,0.02874950765014,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,no_cross_scale_mixing,random_inception_v3
fid,0.0386689901476451,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,full_projectedgan_baseline-CROPPED64,mae_vitb16
fid,3.6026953914746684,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,trainable_projections-CROPPED128,mae_solarp128_vitb16
fid,1.789786842728006,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED256,"discriminator_1,2,3-CROPPED256",inception_v3
fid,0.0181370817129388,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite1,random_inception_v3
fid,0.0151247156881639,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,trainable_projections,random_inception_v3
fid,0.0997265519894143,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_58Ktraining_small_unet,random_inception_v3
fid,6.334010900143767,"image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED299CS_0.1,1_CR_1,1","no_cross_scale_mixing-CROPPED299CS_0.1,1_CR_1,1",inception_v3
fid,4.452156444194401,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,vicreg_rn50_inet
fid,0.0327605724684546,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_1000steps_train_250_steps_inference_54Ktraining_no_random_flip,random_inception_v3
fid,66.36226653473109,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_125steps_train_125_steps_inference_58Ktraining,vicreg_rn50_inet
precision,0.5405265092849731,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2",inception_v3
recall,0.3308770358562469,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,"discriminator_1,2",inception_v3
kid,0.0161799102127127,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,diffusion_250steps_train_250_steps_inference_58Ktraining,inception_v3
fid,1.225189740727373,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,efficientnet-lite2-CROPPED128,mae_solarp128_vitb16
fid,5.986570446075978e-05,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,full_projectedgan-CROPPED64,mae_solar_vitb16
fid,4.494220610356598,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,vicreg_rn50_solar_v2
fid,40.762166744719536,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED64,diffusion_1000steps_train_250_steps_inference_58Ktraining_small_unet-CROPPED64,vicreg_rn50_solar_v2
fid,4.072817780883128,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite2,inception_v3
fid,12.394455770097691,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections-CROPPED128,randomly_initialized_feature_network-CROPPED128,mae_solarp128_vitb16
fid,4.883581811870229,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,efficientnet-lite3,vicreg_rn50_inet
fid,4.5862593481321134,image_folder_1024x1024_normalized_log_transform_193A_40K_with_lev1.5_corrections,randomly_initialized_feature_network,vicreg_rn50_solar
